,TRIAL_ID,LATITUDE,LONGITUDE,LOCATION,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Study Documents,URL,AGE_LOWER,AGE_UPPER
3058,560,41.3828939,2.1774322,"Hacettepe University Medical Faculty, Ankara, Sihhiye, Turkey",561.0,NCT02594124,A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies.,SHINE,"Active, not recruiting",No Results Available,Spinal Muscular Atrophy,Drug: nusinersen,Number of participants experiencing Adverse events (AEs) and/or Serious Adverse Events (SAEs)|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant weight abnormalities|Number of participants with clinically significant neurological examination abnormalities|Number of participants with clinically significant laboratory assessment abnormalities|Number of participants with clinically significant coagulation parameter abnormalities|Number of participants with clinically significant 12-lead electrocardiograms (ECGs) abnormalities|Change from Baseline in concomitant medications|Percentage of participants who attained motor milestones as assessed by World Health Organization (WHO) criteria|Percentage of participants who attained motor milestones as assessed by Section 2 of Hammersmith Infant Neurological Examination (HINE)|Time to death or permanent ventilation|Percentage of participants not requiring permanent ventilation|Change from Baseline in the Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders (CHOP INTEND) motor function scale|Change from Baseline in Hammersmith Functional Motor Scale|Change from Baseline in Revised Upper Limb Module (RULM)|Change from Baseline in 6-Minute Walk Test (6MWT)|Change from Baseline in Compound Muscular Action Potential (CMAP)|Change from Baseline in body length and/or height (for all participants)|Change from Baseline in head circumference (for participants up to 36 months of age)|Change from Baseline in chest circumference (for participants up to 36 months of age)|Change from Baseline in arm circumference (for participants up to 36 months of age)|Proportion of CMAP responders|Number of participants with motor milestones achieved|Proportion of participants who achieved standing alone|Proportion of participants who achieved walking with assistance|Number of participants with serious respiratory events|Number of participants hospitalized|Duration of hospitalizations|Change from Baseline in Cobb-Angle on X-Ray of the thoracolumbar spine|Change from Baseline in Quality of Life (QOL) Questionnaires|Number of Disease-related hospitalizations and AEs|Overall survival rate,Biogen,All,Phase 3,292.0,Industry,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ISIS 396443-CS11|2015-001870-16,"November 4, 2015","August 29, 2023","August 29, 2023","November 2, 2015",,"January 30, 2019",,https://ClinicalTrials.gov/show/NCT02594124,18.0,100.0
3059,560,41.3828939,2.1774322,"Gillette Children's Specialty Healthcare, Saint Paul, Minnesota, United States",561.0,NCT02594124,A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies.,SHINE,"Active, not recruiting",No Results Available,Spinal Muscular Atrophy,Drug: nusinersen,Number of participants experiencing Adverse events (AEs) and/or Serious Adverse Events (SAEs)|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant weight abnormalities|Number of participants with clinically significant neurological examination abnormalities|Number of participants with clinically significant laboratory assessment abnormalities|Number of participants with clinically significant coagulation parameter abnormalities|Number of participants with clinically significant 12-lead electrocardiograms (ECGs) abnormalities|Change from Baseline in concomitant medications|Percentage of participants who attained motor milestones as assessed by World Health Organization (WHO) criteria|Percentage of participants who attained motor milestones as assessed by Section 2 of Hammersmith Infant Neurological Examination (HINE)|Time to death or permanent ventilation|Percentage of participants not requiring permanent ventilation|Change from Baseline in the Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders (CHOP INTEND) motor function scale|Change from Baseline in Hammersmith Functional Motor Scale|Change from Baseline in Revised Upper Limb Module (RULM)|Change from Baseline in 6-Minute Walk Test (6MWT)|Change from Baseline in Compound Muscular Action Potential (CMAP)|Change from Baseline in body length and/or height (for all participants)|Change from Baseline in head circumference (for participants up to 36 months of age)|Change from Baseline in chest circumference (for participants up to 36 months of age)|Change from Baseline in arm circumference (for participants up to 36 months of age)|Proportion of CMAP responders|Number of participants with motor milestones achieved|Proportion of participants who achieved standing alone|Proportion of participants who achieved walking with assistance|Number of participants with serious respiratory events|Number of participants hospitalized|Duration of hospitalizations|Change from Baseline in Cobb-Angle on X-Ray of the thoracolumbar spine|Change from Baseline in Quality of Life (QOL) Questionnaires|Number of Disease-related hospitalizations and AEs|Overall survival rate,Biogen,All,Phase 3,292.0,Industry,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ISIS 396443-CS11|2015-001870-16,"November 4, 2015","August 29, 2023","August 29, 2023","November 2, 2015",,"January 30, 2019",,https://ClinicalTrials.gov/show/NCT02594124,18.0,100.0
3060,560,40.4167047,-3.7035825,"UCLA Clinical and Translational Research Center, Los Angeles, California, United States",561.0,NCT02594124,A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies.,SHINE,"Active, not recruiting",No Results Available,Spinal Muscular Atrophy,Drug: nusinersen,Number of participants experiencing Adverse events (AEs) and/or Serious Adverse Events (SAEs)|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant weight abnormalities|Number of participants with clinically significant neurological examination abnormalities|Number of participants with clinically significant laboratory assessment abnormalities|Number of participants with clinically significant coagulation parameter abnormalities|Number of participants with clinically significant 12-lead electrocardiograms (ECGs) abnormalities|Change from Baseline in concomitant medications|Percentage of participants who attained motor milestones as assessed by World Health Organization (WHO) criteria|Percentage of participants who attained motor milestones as assessed by Section 2 of Hammersmith Infant Neurological Examination (HINE)|Time to death or permanent ventilation|Percentage of participants not requiring permanent ventilation|Change from Baseline in the Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders (CHOP INTEND) motor function scale|Change from Baseline in Hammersmith Functional Motor Scale|Change from Baseline in Revised Upper Limb Module (RULM)|Change from Baseline in 6-Minute Walk Test (6MWT)|Change from Baseline in Compound Muscular Action Potential (CMAP)|Change from Baseline in body length and/or height (for all participants)|Change from Baseline in head circumference (for participants up to 36 months of age)|Change from Baseline in chest circumference (for participants up to 36 months of age)|Change from Baseline in arm circumference (for participants up to 36 months of age)|Proportion of CMAP responders|Number of participants with motor milestones achieved|Proportion of participants who achieved standing alone|Proportion of participants who achieved walking with assistance|Number of participants with serious respiratory events|Number of participants hospitalized|Duration of hospitalizations|Change from Baseline in Cobb-Angle on X-Ray of the thoracolumbar spine|Change from Baseline in Quality of Life (QOL) Questionnaires|Number of Disease-related hospitalizations and AEs|Overall survival rate,Biogen,All,Phase 3,292.0,Industry,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ISIS 396443-CS11|2015-001870-16,"November 4, 2015","August 29, 2023","August 29, 2023","November 2, 2015",,"January 30, 2019",,https://ClinicalTrials.gov/show/NCT02594124,18.0,100.0
3061,560,57.7072326,11.9670171,"Lucile Packard Children's Hospital at Stanford, Palo Alto, California, United States",561.0,NCT02594124,A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies.,SHINE,"Active, not recruiting",No Results Available,Spinal Muscular Atrophy,Drug: nusinersen,Number of participants experiencing Adverse events (AEs) and/or Serious Adverse Events (SAEs)|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant weight abnormalities|Number of participants with clinically significant neurological examination abnormalities|Number of participants with clinically significant laboratory assessment abnormalities|Number of participants with clinically significant coagulation parameter abnormalities|Number of participants with clinically significant 12-lead electrocardiograms (ECGs) abnormalities|Change from Baseline in concomitant medications|Percentage of participants who attained motor milestones as assessed by World Health Organization (WHO) criteria|Percentage of participants who attained motor milestones as assessed by Section 2 of Hammersmith Infant Neurological Examination (HINE)|Time to death or permanent ventilation|Percentage of participants not requiring permanent ventilation|Change from Baseline in the Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders (CHOP INTEND) motor function scale|Change from Baseline in Hammersmith Functional Motor Scale|Change from Baseline in Revised Upper Limb Module (RULM)|Change from Baseline in 6-Minute Walk Test (6MWT)|Change from Baseline in Compound Muscular Action Potential (CMAP)|Change from Baseline in body length and/or height (for all participants)|Change from Baseline in head circumference (for participants up to 36 months of age)|Change from Baseline in chest circumference (for participants up to 36 months of age)|Change from Baseline in arm circumference (for participants up to 36 months of age)|Proportion of CMAP responders|Number of participants with motor milestones achieved|Proportion of participants who achieved standing alone|Proportion of participants who achieved walking with assistance|Number of participants with serious respiratory events|Number of participants hospitalized|Duration of hospitalizations|Change from Baseline in Cobb-Angle on X-Ray of the thoracolumbar spine|Change from Baseline in Quality of Life (QOL) Questionnaires|Number of Disease-related hospitalizations and AEs|Overall survival rate,Biogen,All,Phase 3,292.0,Industry,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ISIS 396443-CS11|2015-001870-16,"November 4, 2015","August 29, 2023","August 29, 2023","November 2, 2015",,"January 30, 2019",,https://ClinicalTrials.gov/show/NCT02594124,18.0,100.0
3062,560,39.9207774,32.854067,"Children's Hospital Colorado, Aurora, Colorado, United States",561.0,NCT02594124,A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies.,SHINE,"Active, not recruiting",No Results Available,Spinal Muscular Atrophy,Drug: nusinersen,Number of participants experiencing Adverse events (AEs) and/or Serious Adverse Events (SAEs)|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant weight abnormalities|Number of participants with clinically significant neurological examination abnormalities|Number of participants with clinically significant laboratory assessment abnormalities|Number of participants with clinically significant coagulation parameter abnormalities|Number of participants with clinically significant 12-lead electrocardiograms (ECGs) abnormalities|Change from Baseline in concomitant medications|Percentage of participants who attained motor milestones as assessed by World Health Organization (WHO) criteria|Percentage of participants who attained motor milestones as assessed by Section 2 of Hammersmith Infant Neurological Examination (HINE)|Time to death or permanent ventilation|Percentage of participants not requiring permanent ventilation|Change from Baseline in the Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders (CHOP INTEND) motor function scale|Change from Baseline in Hammersmith Functional Motor Scale|Change from Baseline in Revised Upper Limb Module (RULM)|Change from Baseline in 6-Minute Walk Test (6MWT)|Change from Baseline in Compound Muscular Action Potential (CMAP)|Change from Baseline in body length and/or height (for all participants)|Change from Baseline in head circumference (for participants up to 36 months of age)|Change from Baseline in chest circumference (for participants up to 36 months of age)|Change from Baseline in arm circumference (for participants up to 36 months of age)|Proportion of CMAP responders|Number of participants with motor milestones achieved|Proportion of participants who achieved standing alone|Proportion of participants who achieved walking with assistance|Number of participants with serious respiratory events|Number of participants hospitalized|Duration of hospitalizations|Change from Baseline in Cobb-Angle on X-Ray of the thoracolumbar spine|Change from Baseline in Quality of Life (QOL) Questionnaires|Number of Disease-related hospitalizations and AEs|Overall survival rate,Biogen,All,Phase 3,292.0,Industry,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ISIS 396443-CS11|2015-001870-16,"November 4, 2015","August 29, 2023","August 29, 2023","November 2, 2015",,"January 30, 2019",,https://ClinicalTrials.gov/show/NCT02594124,18.0,100.0
3063,560,51.5073219,-0.1276474,"Nemours Children's Hospital, Orlando, Florida, United States",561.0,NCT02594124,A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies.,SHINE,"Active, not recruiting",No Results Available,Spinal Muscular Atrophy,Drug: nusinersen,Number of participants experiencing Adverse events (AEs) and/or Serious Adverse Events (SAEs)|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant weight abnormalities|Number of participants with clinically significant neurological examination abnormalities|Number of participants with clinically significant laboratory assessment abnormalities|Number of participants with clinically significant coagulation parameter abnormalities|Number of participants with clinically significant 12-lead electrocardiograms (ECGs) abnormalities|Change from Baseline in concomitant medications|Percentage of participants who attained motor milestones as assessed by World Health Organization (WHO) criteria|Percentage of participants who attained motor milestones as assessed by Section 2 of Hammersmith Infant Neurological Examination (HINE)|Time to death or permanent ventilation|Percentage of participants not requiring permanent ventilation|Change from Baseline in the Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders (CHOP INTEND) motor function scale|Change from Baseline in Hammersmith Functional Motor Scale|Change from Baseline in Revised Upper Limb Module (RULM)|Change from Baseline in 6-Minute Walk Test (6MWT)|Change from Baseline in Compound Muscular Action Potential (CMAP)|Change from Baseline in body length and/or height (for all participants)|Change from Baseline in head circumference (for participants up to 36 months of age)|Change from Baseline in chest circumference (for participants up to 36 months of age)|Change from Baseline in arm circumference (for participants up to 36 months of age)|Proportion of CMAP responders|Number of participants with motor milestones achieved|Proportion of participants who achieved standing alone|Proportion of participants who achieved walking with assistance|Number of participants with serious respiratory events|Number of participants hospitalized|Duration of hospitalizations|Change from Baseline in Cobb-Angle on X-Ray of the thoracolumbar spine|Change from Baseline in Quality of Life (QOL) Questionnaires|Number of Disease-related hospitalizations and AEs|Overall survival rate,Biogen,All,Phase 3,292.0,Industry,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ISIS 396443-CS11|2015-001870-16,"November 4, 2015","August 29, 2023","August 29, 2023","November 2, 2015",,"January 30, 2019",,https://ClinicalTrials.gov/show/NCT02594124,18.0,100.0
3064,560,53.0117627,-2.2273919,"Ann and Robert H. Lurie Children's Hospital of Chicago, Chicago, Illinois, United States",561.0,NCT02594124,A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies.,SHINE,"Active, not recruiting",No Results Available,Spinal Muscular Atrophy,Drug: nusinersen,Number of participants experiencing Adverse events (AEs) and/or Serious Adverse Events (SAEs)|Number of participants with clinically significant vital sign abnormalities|Number of participants with clinically significant weight abnormalities|Number of participants with clinically significant neurological examination abnormalities|Number of participants with clinically significant laboratory assessment abnormalities|Number of participants with clinically significant coagulation parameter abnormalities|Number of participants with clinically significant 12-lead electrocardiograms (ECGs) abnormalities|Change from Baseline in concomitant medications|Percentage of participants who attained motor milestones as assessed by World Health Organization (WHO) criteria|Percentage of participants who attained motor milestones as assessed by Section 2 of Hammersmith Infant Neurological Examination (HINE)|Time to death or permanent ventilation|Percentage of participants not requiring permanent ventilation|Change from Baseline in the Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders (CHOP INTEND) motor function scale|Change from Baseline in Hammersmith Functional Motor Scale|Change from Baseline in Revised Upper Limb Module (RULM)|Change from Baseline in 6-Minute Walk Test (6MWT)|Change from Baseline in Compound Muscular Action Potential (CMAP)|Change from Baseline in body length and/or height (for all participants)|Change from Baseline in head circumference (for participants up to 36 months of age)|Change from Baseline in chest circumference (for participants up to 36 months of age)|Change from Baseline in arm circumference (for participants up to 36 months of age)|Proportion of CMAP responders|Number of participants with motor milestones achieved|Proportion of participants who achieved standing alone|Proportion of participants who achieved walking with assistance|Number of participants with serious respiratory events|Number of participants hospitalized|Duration of hospitalizations|Change from Baseline in Cobb-Angle on X-Ray of the thoracolumbar spine|Change from Baseline in Quality of Life (QOL) Questionnaires|Number of Disease-related hospitalizations and AEs|Overall survival rate,Biogen,All,Phase 3,292.0,Industry,Interventional,"Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ISIS 396443-CS11|2015-001870-16,"November 4, 2015","August 29, 2023","August 29, 2023","November 2, 2015",,"January 30, 2019",,https://ClinicalTrials.gov/show/NCT02594124,18.0,100.0
3065,561,47.2186371,-1.5541362,"Boston Children's Hospital, Boston, Massachusetts, United States",562.0,NCT02550691,Identification of a Biomarker Associated With Cis-duplication of the SMN1 Gene,BADGES,Terminated,No Results Available,Spinal Muscular Atrophy,Procedure: blood sampling,Identification of a genetic signature indicating the presence of one allele with 2 copies in cis of the SMN1 gene.|Specificity of a genetic signature,"University Hospital, Rouen|Society GENOMIC VISION",All,Not Applicable,48.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,2015/092/HP,"December 15, 2015","July 4, 2016","July 4, 2016","September 15, 2015",,"July 24, 2019",,https://ClinicalTrials.gov/show/NCT02550691,18.0,100.0
3066,561,49.4404591,1.0939658,"Washington University School of Medicine, Saint Louis, Missouri, United States",562.0,NCT02550691,Identification of a Biomarker Associated With Cis-duplication of the SMN1 Gene,BADGES,Terminated,No Results Available,Spinal Muscular Atrophy,Procedure: blood sampling,Identification of a genetic signature indicating the presence of one allele with 2 copies in cis of the SMN1 gene.|Specificity of a genetic signature,"University Hospital, Rouen|Society GENOMIC VISION",All,Not Applicable,48.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,2015/092/HP,"December 15, 2015","July 4, 2016","July 4, 2016","September 15, 2015",,"July 24, 2019",,https://ClinicalTrials.gov/show/NCT02550691,18.0,100.0
3067,562,55.6867243,12.5700724,"Columbia University Medical Center, New York, New York, United States",563.0,NCT02501395,MRI in Patients With Kennedy Disease,,Completed,No Results Available,"Bulbo-Spinal Atrophy, X-Linked|Kennedy Disease","Other: No intervention, observational",Muscle fat fraction|Muscle strength|Minimal dataset for data collection in Kennedy disease,"Rigshospitalet, Denmark",Male,,53.0,Other,Observational,Observational Model: Case-Control|Time Perspective: Cross-Sectional,H-15006316,September 2015,February 2017,May 2018,"July 17, 2015",,"June 4, 2018",,https://ClinicalTrials.gov/show/NCT02501395,18.0,100.0
3068,563,,,"Oregon Health & Science University, Portland, Oregon, United States",564.0,NCT02466529,Natural History of Spinal Muscular Atrophy Type 1 in Taiwan,,Completed,No Results Available,Natural History of Type 1 Spinal Muscular Atrophy (SMA),,Age of death|Age of permanent ventilation,"Kaohsiung Medical University Chung-Ho Memorial Hospital|Biogen|Taipei Medical University WanFang Hospital|Taipei Veterans General Hospital, Taiwan|Mackay Memorial Hospital|Chang Gung Memorial Hospital|China Medical University Hospital|Chung Shan Medical University|Changhua Christian Hospital|Taichung Veterans General Hospital|Chi Mei Medical Hospital|Cathay General Hospital|Shin Kong Wu Ho-Su Memorial Hospital|Kaohsiung Veterans General Hospital.|National Cheng-Kung University Hospital|Buddhist Tzu Chi General Hospital|Kaohsiung Medical University|Taipei Medical University Shuang Ho Hospital|National Taiwan University Hospital|Taipei Medical University Hospital",All,,111.0,Other|Industry,Observational,Observational Model: Case-Only|Time Perspective: Retrospective,SMA-NHR10311,June 2015,December 2015,December 2015,"June 9, 2015",,"June 22, 2017",,https://ClinicalTrials.gov/show/NCT02466529,36.0,100.0
3069,564,36.7014631,-118.7559974,"Children's Hospital of Philadelphia - Neurology, Philadelphia, Pennsylvania, United States",565.0,NCT02462759,A Study to Assess the Safety and Tolerability of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy (SMA).,EMBRACE,Completed,No Results Available,Spinal Muscular Atrophy,Drug: Nusinersen|Procedure: Sham Procedure,Number of participants with adverse events and serious adverse events|Change from Baseline in clinical laboratory parameters|Change from Baseline in electrocardiograms (ECGs)|Change from Baseline in vital signs|Change from Baseline in neurological examination outcomes|Activated partial thromboplastin time (aPTT)|Partial thromboplastin time (PTT)|International normalized ratio (INR)|Urine total protein|Change from Baseline in Head Circumference|Change from Baseline in Chest Circumference|Change from Baseline in Arm Circumference|Change from Baseline in Weight for Age|Change from Baseline in Weight for Length|Change from Baseline in Head to Chest Circumference Ratio|Change from Baseline in Body Length|Nusinersen plasma concentration|Nusinersen cerebrospinal fluid (CSF) concentration|Nusinersen plasma antibodies,Biogen,All,Phase 2,21.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",232SM202|2014-003657-33,"August 19, 2015","September 24, 2018","September 24, 2018","June 4, 2015",,"January 16, 2019",,https://ClinicalTrials.gov/show/NCT02462759,18.0,100.0
3070,564,41.6500201,-72.7342163,"Children's Medical Center, Dallas, Texas, United States",565.0,NCT02462759,A Study to Assess the Safety and Tolerability of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy (SMA).,EMBRACE,Completed,No Results Available,Spinal Muscular Atrophy,Drug: Nusinersen|Procedure: Sham Procedure,Number of participants with adverse events and serious adverse events|Change from Baseline in clinical laboratory parameters|Change from Baseline in electrocardiograms (ECGs)|Change from Baseline in vital signs|Change from Baseline in neurological examination outcomes|Activated partial thromboplastin time (aPTT)|Partial thromboplastin time (PTT)|International normalized ratio (INR)|Urine total protein|Change from Baseline in Head Circumference|Change from Baseline in Chest Circumference|Change from Baseline in Arm Circumference|Change from Baseline in Weight for Age|Change from Baseline in Weight for Length|Change from Baseline in Head to Chest Circumference Ratio|Change from Baseline in Body Length|Nusinersen plasma concentration|Nusinersen cerebrospinal fluid (CSF) concentration|Nusinersen plasma antibodies,Biogen,All,Phase 2,21.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",232SM202|2014-003657-33,"August 19, 2015","September 24, 2018","September 24, 2018","June 4, 2015",,"January 16, 2019",,https://ClinicalTrials.gov/show/NCT02462759,18.0,100.0
3071,564,39.5162234,-76.9382069,"Children's Hospital - London Health Sciences Centre, London, Ontario, Canada",565.0,NCT02462759,A Study to Assess the Safety and Tolerability of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy (SMA).,EMBRACE,Completed,No Results Available,Spinal Muscular Atrophy,Drug: Nusinersen|Procedure: Sham Procedure,Number of participants with adverse events and serious adverse events|Change from Baseline in clinical laboratory parameters|Change from Baseline in electrocardiograms (ECGs)|Change from Baseline in vital signs|Change from Baseline in neurological examination outcomes|Activated partial thromboplastin time (aPTT)|Partial thromboplastin time (PTT)|International normalized ratio (INR)|Urine total protein|Change from Baseline in Head Circumference|Change from Baseline in Chest Circumference|Change from Baseline in Arm Circumference|Change from Baseline in Weight for Age|Change from Baseline in Weight for Length|Change from Baseline in Head to Chest Circumference Ratio|Change from Baseline in Body Length|Nusinersen plasma concentration|Nusinersen cerebrospinal fluid (CSF) concentration|Nusinersen plasma antibodies,Biogen,All,Phase 2,21.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",232SM202|2014-003657-33,"August 19, 2015","September 24, 2018","September 24, 2018","June 4, 2015",,"January 16, 2019",,https://ClinicalTrials.gov/show/NCT02462759,18.0,100.0
3072,564,45.9896587,-94.6113288,"McGill University Health Centre-Glen Site-CIM, Montreal, Quebec, Canada",565.0,NCT02462759,A Study to Assess the Safety and Tolerability of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy (SMA).,EMBRACE,Completed,No Results Available,Spinal Muscular Atrophy,Drug: Nusinersen|Procedure: Sham Procedure,Number of participants with adverse events and serious adverse events|Change from Baseline in clinical laboratory parameters|Change from Baseline in electrocardiograms (ECGs)|Change from Baseline in vital signs|Change from Baseline in neurological examination outcomes|Activated partial thromboplastin time (aPTT)|Partial thromboplastin time (PTT)|International normalized ratio (INR)|Urine total protein|Change from Baseline in Head Circumference|Change from Baseline in Chest Circumference|Change from Baseline in Arm Circumference|Change from Baseline in Weight for Age|Change from Baseline in Weight for Length|Change from Baseline in Head to Chest Circumference Ratio|Change from Baseline in Body Length|Nusinersen plasma concentration|Nusinersen cerebrospinal fluid (CSF) concentration|Nusinersen plasma antibodies,Biogen,All,Phase 2,21.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",232SM202|2014-003657-33,"August 19, 2015","September 24, 2018","September 24, 2018","June 4, 2015",,"January 16, 2019",,https://ClinicalTrials.gov/show/NCT02462759,18.0,100.0
3073,564,31.8160381,-99.5120986,"Armand Trousseau Hospital, I-Motion, Clinical Trials Platform, Paris, France",565.0,NCT02462759,A Study to Assess the Safety and Tolerability of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy (SMA).,EMBRACE,Completed,No Results Available,Spinal Muscular Atrophy,Drug: Nusinersen|Procedure: Sham Procedure,Number of participants with adverse events and serious adverse events|Change from Baseline in clinical laboratory parameters|Change from Baseline in electrocardiograms (ECGs)|Change from Baseline in vital signs|Change from Baseline in neurological examination outcomes|Activated partial thromboplastin time (aPTT)|Partial thromboplastin time (PTT)|International normalized ratio (INR)|Urine total protein|Change from Baseline in Head Circumference|Change from Baseline in Chest Circumference|Change from Baseline in Arm Circumference|Change from Baseline in Weight for Age|Change from Baseline in Weight for Length|Change from Baseline in Head to Chest Circumference Ratio|Change from Baseline in Body Length|Nusinersen plasma concentration|Nusinersen cerebrospinal fluid (CSF) concentration|Nusinersen plasma antibodies,Biogen,All,Phase 2,21.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",232SM202|2014-003657-33,"August 19, 2015","September 24, 2018","September 24, 2018","June 4, 2015",,"January 16, 2019",,https://ClinicalTrials.gov/show/NCT02462759,18.0,100.0
3074,564,38.8950092,-77.0365625,"Universitatsklinikum Essen, Essen, Germany",565.0,NCT02462759,A Study to Assess the Safety and Tolerability of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy (SMA).,EMBRACE,Completed,No Results Available,Spinal Muscular Atrophy,Drug: Nusinersen|Procedure: Sham Procedure,Number of participants with adverse events and serious adverse events|Change from Baseline in clinical laboratory parameters|Change from Baseline in electrocardiograms (ECGs)|Change from Baseline in vital signs|Change from Baseline in neurological examination outcomes|Activated partial thromboplastin time (aPTT)|Partial thromboplastin time (PTT)|International normalized ratio (INR)|Urine total protein|Change from Baseline in Head Circumference|Change from Baseline in Chest Circumference|Change from Baseline in Arm Circumference|Change from Baseline in Weight for Age|Change from Baseline in Weight for Length|Change from Baseline in Head to Chest Circumference Ratio|Change from Baseline in Body Length|Nusinersen plasma concentration|Nusinersen cerebrospinal fluid (CSF) concentration|Nusinersen plasma antibodies,Biogen,All,Phase 2,21.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",232SM202|2014-003657-33,"August 19, 2015","September 24, 2018","September 24, 2018","June 4, 2015",,"January 16, 2019",,https://ClinicalTrials.gov/show/NCT02462759,18.0,100.0
